"gene_id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"FBgn0000044"	2113.61330840485	-0.0781388342085415	0.0330178279806148	3.34643186310814	0.0673508575941867	0.130211096963836
"FBgn0000045"	8.07392026940796	-0.0279686052662409	0.0269983077575318	0.975621597535365	0.323282159061832	0.46673330094733
"FBgn0000046"	365.911896095872	-0.0606911370906448	0.0350703895960974	1.80154769858171	0.179525498230536	0.165224065335203
"FBgn0000047"	8.88452815308568	-0.0401883682199218	0.0347929430422245	1.2271396224515	0.267964035425819	0.400311018723046
"FBgn0000052"	3091.69586519205	-0.0165203476209723	0.00244038721288677	44.4642172002923	2.59048911253224e-11	1.64949273921566e-10
"FBgn0000053"	5724.24584452579	-0.0131508468378351	0.00143850087709527	81.920161872071	1.41696429176169e-19	1.95525015780494e-18
"FBgn0000054"	4829.02955265267	0.0130461171157416	0.00132397793207486	98.6683894416767	2.98529509368464e-23	4.1492714731889e-22
"FBgn0000055"	650.291724959046	-0.154979280999613	0.0176200926586428	61.0761418900448	5.49095403827275e-15	4.19391890929443e-14
"FBgn0000056"	5.10646716977775	-0.134676934239241	0.0551251813864307	6.1356645597882	0.0132481744533753	0.0238276541407628
"FBgn0000057"	1235.26580111536	0.00866268403671083	0.00252304597501571	11.8877404161361	0.000565046281915666	0.00127343043581793
"FBgn0000063"	1308.1786154559	0.00949736465841534	0.00205191265311434	21.5164639747766	3.50803905887176e-06	1.03105694537607e-05
"FBgn0000064"	96985.6656583169	-0.0679134275711991	0.00210903909030469	876.469404407646	1.27986639662532e-192	1.42643785793478e-189
"FBgn0000071"	14100.1328071941	0.0180613158242039	0.00227002057236258	64.4674755942642	9.8139044566145e-16	1.43431457414957e-14
"FBgn0000075"	24.3354974658932	0.0211525513155542	0.0144866853404032	2.18705018985571	0.13917563091471	0.146322293311962
"FBgn0000077"	371.541045081414	0.00397984244308348	0.00433147567741123	0.847216808546605	0.357340883296241	0.353274906120939
"FBgn0000078"	8.99903664955731	0.0418659760285807	0.0334695262102411	1.60842516046013	0.204713317353033	0.319438562493547
"FBgn0000079"	16.2827471051755	0.0849896098723231	0.0201268343226764	19.1407357393471	1.2142543312264e-05	3.59289159675645e-05
"FBgn0000083"	17986.4454456958	-0.0192461184949997	0.00158378835113132	142.749348630772	6.66860449578354e-33	1.73562058750433e-31
"FBgn0000084"	3097.71461315479	0.0076620802351247	0.00275662734465009	7.74132022605039	0.0053971327339679	0.0120888148020085
"FBgn0000092"	54.8772820736239	0.00182214709847124	0.00944605177277132	0.0372976461675734	0.846860302465446	0.719776194321589
"FBgn0000097"	2774.63416263102	0.0158487841544983	0.0025968934933042	38.7915678015104	4.71560500272359e-10	2.63674740787249e-09
"FBgn0000099"	2317.43206201114	0.0682546704214091	0.00268299502310352	721.128154483277	7.60929721268956e-159	2.91162184274022e-156
"FBgn0000100"	97643.2533807512	-0.00730106582862857	0.00175050328322318	17.1878960373884	3.38586817766996e-05	0.000127375604942633
"FBgn0000108"	46945.2821939485	0.000433216411002614	0.00259252712663255	0.0284430534676119	0.866071410866504	1
"FBgn0000109"	590.37723910371	-0.00925935565569582	0.00382967218230597	5.70995693059633	0.0168689532595223	0.0294642954869478
"FBgn0000114"	2588.90444003419	0.0178493701177432	0.00305453622741124	35.8118528772589	2.17321726868169e-09	1.47228254740584e-08
"FBgn0000115"	2712.26797241578	0.00759590621216332	0.00199756679732239	14.5182872041944	0.000138805545537156	0.000393121920304101
"FBgn0000116"	100115.405442923	0.000221060174511	0.00193680978055904	0.0130559716662049	0.909029525412466	1
"FBgn0000117"	37354.5186987278	0.0187872084893534	0.00151833773260454	160.194195673845	1.02616944064929e-36	3.09825104214842e-35
"FBgn0000119"	2499.80942071442	0.0172300006731896	0.00279864321910793	38.9117702389203	4.43399075555785e-10	2.82064685603345e-09
"FBgn0000120"	13.1027309951937	0.0376506090233931	0.0306582769008535	1.55656128300741	0.212169425688379	0.248810926841318
"FBgn0000137"	3980.25723367615	0.00131608468921262	0.00206699602097329	0.40288477376879	0.525603187668107	0.831421369057098
"FBgn0000139"	3156.01125009059	0.00652817026917619	0.0020526224615777	10.2560884394428	0.00136234230552526	0.00329687538961495
"FBgn0000140"	5979.08919080856	-0.0115846050470895	0.00242135213162465	22.315326182843	2.31352774584501e-06	1.12107610564643e-05
"FBgn0000146"	291.101861758303	0.0176855732485274	0.00509029267759227	12.1488936089232	0.000491169932195461	0.000933387070175212
"FBgn0000147"	1364.16896806491	-0.0105138059601871	0.00256111537554953	16.4730631908082	4.93462043197876e-05	0.000173351338776058
"FBgn0000150"	46755.8073415964	-0.0051009147289234	0.00238807959450002	4.4722602341173	0.0344493920189124	0.101162424550114
"FBgn0000152"	984.438643587518	-0.00241902867522182	0.00247196648123896	0.952841758921778	0.328997005363069	0.397258321540709
"FBgn0000157"	960.724292027426	0.0135182562040376	0.00325838370337045	17.8326885837484	2.41203666938464e-05	6.73107802419693e-05
"FBgn0000158"	219.162418297442	-0.0153997081958156	0.00584830851424992	6.85389296369105	0.00884483415171805	0.0132348977097324
"FBgn0000163"	2336.41253026126	0.00613894853962636	0.00251048785198245	6.09934481103835	0.0135232011667879	0.0254270827515376
"FBgn0000173"	11447.2024311004	0.00649654276951936	0.00121685326535398	28.807654859372	7.99345564782905e-08	4.16241689341433e-07
"FBgn0000179"	6137.01446534898	0.0132632210628897	0.00199706489280664	45.4405099987079	1.57346072652676e-11	1.65879192916919e-10
"FBgn0000180"	1580.6815428356	0.0285036322601688	0.00329311069416996	78.8289405215748	6.77275908034489e-19	8.40032515559377e-18
"FBgn0000181"	55749.666298785	-0.00837772069171304	0.00219246837048982	14.3511965745448	0.000151683262881234	0.00057543358845935
"FBgn0000183"	3512.53957107871	-0.00606926267018811	0.00179199849639363	11.3694378039287	0.000746624732789439	0.00187198276749713
"FBgn0000210"	22253.5913360823	0.0376897711417296	0.00146419639520127	708.020670948608	5.38977478353519e-156	3.10243133001603e-153
"FBgn0000212"	19950.1743146809	0.0134554108034734	0.00196463474089214	48.4187950801643	3.44252886003072e-12	2.75961272201417e-11
"FBgn0000216"	1012.63563025984	-0.0340620554539916	0.00685343766499974	22.3916978782152	2.22333013036107e-06	6.98771314110184e-06
"FBgn0000221"	317.204644923116	0.0108029836559105	0.00547576506939158	3.87676172332041	0.0489589024268109	0.0522886447226567
"FBgn0000228"	2662.85506363966	0.0102202494063282	0.00232882187484765	19.7029650413504	9.04608999176162e-06	3.07221564840642e-05
"FBgn0000229"	6386.12125493146	0.000582946141205702	0.00146823318243069	0.157214825343118	0.691733812548958	0.959292000590862
"FBgn0000233"	532.940068896892	0.0100300542403159	0.00487330865034052	4.33276526694732	0.0373854622517432	0.049057752695102
"FBgn0000239"	6647.37472433936	0.000366598117880453	0.00136044173241024	0.0724416580408445	0.787814347237778	1
"FBgn0000241"	21.6438699637648	0.0910109552661199	0.0159892273391348	35.2475021036179	2.90354268418478e-09	9.55976073397208e-09
"FBgn0000244"	1524.76218555333	-0.0160151461289455	0.00206708634542513	59.6147750801024	1.15365784296584e-14	8.64476727123984e-14
"FBgn0000246"	385.178618915857	0.00863487511880265	0.00462209409224334	3.50920447662406	0.0610287532935933	0.0722582113824197
"FBgn0000247"	4268.19073673616	0.00414544969660794	0.00308174890917963	1.85815579807701	0.172837798569813	0.256271842132991
"FBgn0000250"	4176.99978203138	-0.00356846815687716	0.00202511632053234	3.1243841561666	0.0771290096798387	0.168259721936196
"FBgn0000251"	20.8503865870887	-0.0514405858341936	0.0189336873740309	7.12061473767316	0.00762025729615262	0.0189636020634182
"FBgn0000253"	97402.5965482076	-0.011158138955303	0.00129727774687222	72.3599061455554	1.79320396219882e-17	2.12644200439311e-16
"FBgn0000256"	1788.24243219442	0.0199069769527206	0.00281619414161447	51.8296816972197	6.05298195888884e-13	5.02082149754213e-12
"FBgn0000257"	2242.51197246313	0.00240682489792302	0.0018530445954999	1.70066330510528	0.19220125411703	0.322123376223434
"FBgn0000259"	12149.1178636606	0.00364164716160696	0.0013907884386204	6.90113242511001	0.00861411690083941	0.0217236861149443
"FBgn0000261"	4371.11764448007	0.0205150696652422	0.00244495368718501	72.6657523093627	1.53576167909262e-17	2.02903801909419e-16
"FBgn0000273"	18990.0441864244	-0.00361329972379305	0.00284770614965732	1.62422133401623	0.202504185991394	0.384442400317436
"FBgn0000276"	7.46922519303712	-0.0178711788808515	0.0292276261584505	0.367810629016901	0.54420008814163	0.60805109908931
"FBgn0000279"	11.6009504967518	0.00690946130144576	0.0234873917530866	0.0873407745877302	0.767585428405646	0.797837209499922
"FBgn0000283"	15581.9698755696	0.0123039757189931	0.00163201683510431	58.3117735140076	2.23701331553021e-14	2.1973665672362e-13
"FBgn0000286"	2140.69830023452	0.014378211929246	0.0021972828246692	44.0378466109289	3.22087519525358e-11	2.30572720774696e-10
"FBgn0000287"	3854.9531550546	-0.00683474928890015	0.00263144666939097	6.76058655551398	0.00931931226877033	0.0255557042439387
"FBgn0000289"	14912.9667153584	0.00983526872728549	0.00190508407178991	27.4458046642002	1.61558967004059e-07	8.33593119653079e-07
"FBgn0000299"	14742.3492933345	-0.0682533697099351	0.00345798652145761	322.828793857537	3.50539552508375e-72	3.79831336306237e-70
"FBgn0000303"	5438.18155337718	-0.0345389774752779	0.00263805868098992	162.058548716785	4.01696118991951e-37	1.25664142505536e-35
"FBgn0000307"	5796.56392729064	0.0146376239787455	0.00192680068903197	59.5267629610556	1.20642261353963e-14	1.20729152253392e-13
"FBgn0000308"	58701.6308954788	0.0142010986640087	0.00100315823187771	205.763937290731	1.1537150714236e-46	6.81556679108439e-45
"FBgn0000316"	3258.00192460412	0.000833738618190345	0.00264874190940402	0.0973256962327298	0.755062816942681	1
"FBgn0000317"	1041.7298506725	-0.00402599025519008	0.00343010484341611	1.36024415549224	0.243495171800362	0.304159273582584
"FBgn0000318"	4582.58053678925	-0.00190687066447793	0.00195205651355498	0.947274652391513	0.330413982602505	0.45814104055993
"FBgn0000319"	26659.7928331413	0.00475323535108875	0.00168383913536704	8.05934504914853	0.00452695452576315	0.0163132571922436
"FBgn0000320"	1985.0970738616	0.00439006049534384	0.00335192197790102	1.75970353641227	0.184661498137091	0.311442537985056
"FBgn0000326"	944.264499857436	0.00032374566157899	0.00232262569705744	0.0193878347160705	0.889260338856247	0.844908943412514
"FBgn0000330"	1695.11891356818	-0.000214481062244187	0.00187208307788022	0.0130841520191041	0.908931828776936	1
"FBgn0000337"	6.0071313953592	0.0222775302074236	0.0346118914210105	0.352069184993191	0.552944145345444	0.554919589373639
"FBgn0000339"	1787.61460198137	0.00882491008809983	0.00240621758834145	13.4748323021088	0.00024178479956657	0.000623892124907997
"FBgn0000346"	9409.75713591424	-0.0303090179896641	0.00196640859644156	225.670966612803	5.24168432781921e-51	2.91058842844438e-49
"FBgn0000351"	164.428626309704	0.00551309258277663	0.00533917348809521	1.07740377400056	0.299279076279625	0.290901939482734
"FBgn0000352"	4466.73512087892	-0.000980995025542103	0.00244062154162793	0.162476420100035	0.68688669612819	1
"FBgn0000357"	25.0017029416997	-0.00266444500372184	0.0136730386421241	0.0373228480142416	0.846809213564819	0.778054413544871
"FBgn0000370"	32673.2677693768	-0.00250377605915684	0.00108591534742914	5.31194806145942	0.0211796610229425	0.0657480601074734
"FBgn0000376"	2233.73020791285	0.0128585809905542	0.00225999541000052	33.2017806261549	8.30744249676307e-09	4.61652951200768e-08
"FBgn0000377"	3729.57858706512	0.00493679104280724	0.00147817981477245	11.1765742532266	0.00082836579560326	0.00208226193113327
"FBgn0000382"	7416.78021297649	0.00192869464351001	0.00254204174818658	0.58565420911097	0.444104546588174	0.667890520114463
"FBgn0000384"	2924.70480906269	0.0127100489259013	0.00194175909085531	43.5557724441434	4.12046965168763e-11	3.34510374929088e-10
"FBgn0000392"	98.2098020940272	-0.00939333473670785	0.00680934668145502	1.90062243864955	0.168008664897576	0.1771469462734
"FBgn0000394"	867.866500990042	-0.00419425617266948	0.00309445070444975	1.8143514384837	0.177987114298537	0.236000636349184
"FBgn0000395"	1100.60171313676	-0.0141902633969038	0.00491061686049843	8.37283960592865	0.00380870044069607	0.00741192657340766
"FBgn0000404"	17442.5086352956	-0.0132030862942011	0.00205113520364177	39.8114132223832	2.79705847298468e-10	2.08819722821573e-09
"FBgn0000405"	11701.3664982033	-0.0123702073475399	0.00199714246802346	36.8444715677926	1.2793836144867e-09	8.25966215535198e-09
"FBgn0000409"	15223.7302975864	-0.0493986576224179	0.00244925340580589	361.423120160159	1.37944793768308e-80	2.46694958751664e-78
"FBgn0000411"	3338.82377773403	0.0520161795024166	0.00224119903662402	579.232680497021	5.50793146127204e-128	1.60634219613885e-125
"FBgn0000412"	40598.6221765941	0.0123161398230502	0.00151623847919091	67.4541804060937	2.15640782525189e-16	2.62253020193773e-15
"FBgn0000413"	6417.02831168569	0.0108078181190522	0.00244524825849283	20.1961695108775	6.98927497087819e-06	2.89057924790667e-05
"FBgn0000414"	8849.86134729104	0.0123038621998213	0.00338778122466723	13.8375393896369	0.000199314042795434	0.000741524880817469
"FBgn0000416"	18739.2569829551	0.0325393191580842	0.00141049088644934	565.80148538807	4.59845911883904e-125	1.66863031692343e-122
"FBgn0000422"	4412.91237298862	-0.0620087261754767	0.00261915080292225	508.26860188488	1.50979701613983e-112	3.20692282227875e-110
"FBgn0000426"	3856.92702377285	0.0030509734809799	0.00249010662772728	1.48649200495805	0.222761543759697	0.415320058659041
"FBgn0000439"	230.62885459308	-0.0305165924889311	0.00467275783135655	42.9677226290967	5.56504771710886e-11	2.17714757689563e-10
"FBgn0000442"	152.143163956311	-0.0975419039787957	0.0234424901191384	12.6365435363015	0.000378278745324498	0.000600972147062102
"FBgn0000447"	3323.93559651442	-0.00405268865183584	0.00216997234321866	3.46795468603202	0.0625686304413064	0.105806886092333
"FBgn0000448"	900.565679332653	-0.0531375881701416	0.00426609557074707	146.475306154542	1.02195851663238e-33	2.08546178706509e-32
"FBgn0000449"	141.100000572906	-0.00642098163185752	0.0116907737282105	0.273459306684202	0.60102062341543	0.543278934064455
"FBgn0000451"	88.391489218117	0.0391369312224616	0.0111566584804104	12.6505189446208	0.000375461442740999	0.000684394175310301
"FBgn0000454"	5925.19412780407	-0.00967928193100266	0.0019555884103032	23.7770958048579	1.08161919784031e-06	4.98152612274528e-06
"FBgn0000455"	2540.81592522267	0.0075132450244879	0.00254199005974633	8.74403207077401	0.00310616932379179	0.00663490237731353
"FBgn0000459"	1063.09219286457	-0.00757255034321508	0.00299419919103815	6.37117802556062	0.0115988572982849	0.0196548463845297
"FBgn0000463"	3794.2059751702	-0.00592448839203369	0.00239174761490665	6.09634074479649	0.0135462103807161	0.027990968777003
"FBgn0000464"	9372.16887666382	0.00562917804099222	0.00314765878189003	3.32209946122688	0.0683544869721465	0.138592568621466
"FBgn0000477"	1294.26887532275	0.0447617084144826	0.00360840161109519	166.642576174679	4.00408491024144e-38	8.64013832205585e-37
"FBgn0000479"	11341.039189749	-0.0101651868361905	0.00231036367336611	19.2790080587468	1.12941278106414e-05	4.53459385118122e-05
"FBgn0000482"	2793.21830350309	0.0156232489448109	0.00208966553429796	57.3248134504462	3.69464454279324e-14	2.83939029624527e-13
"FBgn0000489"	261.362841162182	-0.0425062022519554	0.00653578806156743	40.8887607580739	1.61145228981426e-10	6.22716118251455e-10
"FBgn0000490"	767.16888065946	-0.0330760637544353	0.00441118464817532	52.6005516362646	4.08774387483562e-13	2.53066833677942e-12
"FBgn0000492"	1372.23560940675	-0.000801260815362617	0.0029068254072939	0.0767145704909353	0.781800106714126	1
"FBgn0000497"	2815.66646662657	-0.0309197831488037	0.00356476032122321	69.8827606985619	6.29360953381597e-17	5.80269770485433e-16
"FBgn0000499"	4856.71298152772	0.0180423250408584	0.00166973640516837	120.709494386781	4.42394248211167e-28	7.70943886831789e-27
"FBgn0000500"	770.631943152559	-0.0234329429249542	0.00361090931858737	40.8744521608308	1.62329404486641e-10	8.19681290227856e-10
"FBgn0000504"	323.052738314562	0.0155646637460992	0.00829362002934786	3.38813042718269	0.0656673685842453	0.0750958468713911
"FBgn0000520"	1237.49511771545	0.00349191889560954	0.00224906245617976	2.42937521770676	0.119080351449228	0.166782236949421
"FBgn0000524"	1560.54195891589	0.013693857098629	0.0022588252839211	37.5023309658255	9.13038025970952e-10	3.88003605509023e-09
"FBgn0000527"	831.818853864161	0.0169514989451182	0.0050614690448435	11.9024060922335	0.000560614815997256	0.00128424995623991
"FBgn0000529"	360.168792948077	0.0605216826129453	0.00385770688663209	261.251647501114	9.15565349697967e-59	3.29848853074452e-57
"FBgn0000533"	164.458564110446	-0.0393691167225019	0.00976217237831162	14.4027111350495	0.000147589670345169	0.00028451567660975
"FBgn0000535"	1433.5098625163	-0.0291971103507611	0.003541182731554	65.1582083963763	6.91199353754746e-16	7.1208774976525e-15
"FBgn0000536"	3251.97041450649	-0.00396273405841142	0.00207262189247507	3.63120143419849	0.0567058672448391	0.0982538787181862
"FBgn0000541"	13023.1041051529	0.0108387660274961	0.00185017327481355	35.032787135573	3.24200169553116e-09	1.95433500349549e-08
"FBgn0000542"	1555.8222103643	-0.0195537178091579	0.00274749719485571	49.1930706960246	2.31968682311579e-12	1.27924649195231e-11
"FBgn0000543"	3128.93252747073	0.0105722765950306	0.00157877932696265	45.3419803157586	1.65464153465888e-11	1.0329271587591e-10
"FBgn0000546"	4877.25241690722	0.0203964667651691	0.00273503759959489	58.2282458613771	2.33403719522905e-14	2.4724144972025e-13
"FBgn0000547"	7656.08968166191	0.00162078464949009	0.0023239870458999	0.491816992676888	0.483117903319423	0.71385910265636
"FBgn0000551"	6.59303234308177	-0.047673930151325	0.0341950301681968	1.95273568333531	0.162292359560573	0.286716011105275
"FBgn0000552"	7.97740850902614	-0.123487559853266	0.0361116016502668	13.3118162700802	0.000263738763631252	0.000644943015666425
"FBgn0000556"	467562.678993252	-0.0111873071728943	0.00129985728902005	72.1885849936494	1.95583849767991e-17	2.32431249019099e-16
"FBgn0000557"	62803.1678942304	0.0357546191817236	0.00140756934405809	686.690651538657	2.34395335877495e-151	1.17435535250413e-148
"FBgn0000559"	201846.46002862	-0.00477495524336602	0.00103742438432901	20.9667514484736	4.67323601401979e-06	2.72228944874537e-05
"FBgn0000560"	105.310795472494	-0.0340765712188044	0.00871783052172978	15.0523376020355	0.00010457066535645	0.000180034019955622
"FBgn0000562"	1814.77884704888	-0.0201392317331788	0.00222202501717269	80.7241294653699	2.59533633351572e-19	2.309487480266e-18
"FBgn0000564"	872.479503016194	-0.023253340067428	0.00300693361626708	58.8934381216956	1.66446375353719e-14	1.09277828835434e-13
"FBgn0000565"	3278.37300442887	-0.00938866820309397	0.00420584495769463	4.70908811094483	0.0300035626140013	0.0546020219622049
"FBgn0000566"	4233.07827719504	-0.0113760543515622	0.00228586590977522	24.4937172957601	7.45525409413345e-07	2.84469065706917e-06
"FBgn0000567"	3920.74944235233	0.0796067319116778	0.00310817682490389	739.719491145198	6.8988200069375e-163	4.68018729974284e-160
"FBgn0000568"	12432.1337005823	0.0168363209163394	0.00311563975337665	30.8489482330822	2.78913248461324e-08	1.51362117157234e-07
"FBgn0000575"	17299.6892412812	0.0120050193717736	0.00148430233371044	67.1677226816247	2.49363514904369e-16	2.79472741484676e-15
"FBgn0000576"	388.585313143514	-0.0332151032259448	0.004379989885873	56.7300567662245	4.99935423831055e-14	2.70531649910463e-13
"FBgn0000577"	350.897916259664	-0.0204112986410142	0.00568578293566747	12.4132747983737	0.000426292650066326	0.000807165405270002
"FBgn0000578"	8257.24541174811	0.0120555112237532	0.00236138257068087	27.0311329140924	2.00204799498207e-07	1.02200019035818e-06
"FBgn0000579"	102379.015355279	-0.04889771069379	0.00185032067833946	621.591868096812	3.36924312686042e-137	1.56401972238374e-134
"FBgn0000581"	9596.09829488234	0.00863097253622052	0.00356136951388287	6.13526713707756	0.0132511525548764	0.0433376809308699
"FBgn0000588"	1111.27068920094	-0.0153712076595551	0.00242175775575006	39.7824294276072	2.83887547636851e-10	1.3111706530672e-09
"FBgn0000591"	1160.09881237398	0.0219255159823657	0.00607898196888034	13.8453895072463	0.00019848312183182	0.000487391433677905
"FBgn0000592"	5.70292779603261	-0.111952088148072	0.0654219832361332	2.09306524558567	0.147968922421311	0.182851467054953
"FBgn0000606"	162.458484143767	-0.0234544297361681	0.00617846782815233	14.2925143430341	0.000156485942613627	0.000292232803840022
"FBgn0000611"	14414.4596563955	0.00619457573253377	0.00147360591421176	17.9149880098095	2.30994797590296e-05	9.82627982649654e-05
"FBgn0000615"	55.9853774984122	0.00535987555753326	0.0109498908053899	0.236188190796838	0.626972862278451	0.561219549987681
"FBgn0000617"	2426.5053459073	0.0077085601019945	0.00216936903372632	12.7363305332764	0.000358620607683873	0.00079942367886749
"FBgn0000618"	942.457403902649	0.0115237527160847	0.00363354574246167	10.0624949662938	0.00151318168473795	0.00322484794218674
"FBgn0000625"	16.8368346902963	0.0175381713945945	0.0257419076760519	0.474950269678104	0.490718584654417	0.71271550808691
"FBgn0000629"	3715.7638937676	0.00571147078528308	0.00156787178745833	13.3120684644313	0.000263703292654341	0.000964519377124985
"FBgn0000633"	5706.33989596373	0.00565515331868782	0.00255564948673149	5.02258297553229	0.0250188213952673	0.0578268184127953
"FBgn0000635"	13336.4523130179	0.00578286515446093	0.00218532097851671	7.16372282289498	0.00743926388952961	0.0257061138301833
"FBgn0000636"	4868.20074539724	0.00940108591728459	0.00200736781588289	22.3882097259326	2.22737181357782e-06	8.37399471620918e-06
"FBgn0000639"	15.6051819318004	0.104942164604943	0.0289923155640735	13.6619379371351	0.000218845521531192	0.000401472924605226
"FBgn0000644"	68.9259759343221	0.0224444119941986	0.00872665862805156	6.718721485049	0.00954059963564562	0.0141936802054531
"FBgn0000658"	1501.71987996746	-0.0297924797226882	0.00363673137730166	63.8073545739329	1.37200419106587e-15	1.36441241710068e-14
"FBgn0000659"	2265.3083394871	0.0377717513231642	0.00310637700582979	160.310073111435	9.68058259064958e-37	2.76647885367726e-35
"FBgn0000662"	6241.83579849926	0.0110368172993682	0.00196160069307271	32.642395761182	1.1077194829801e-08	6.34716958974561e-08
"FBgn0000667"	11136.6338678345	0.00996468783779291	0.00159831448385085	39.4919919459142	3.29407496445563e-10	2.43363711485922e-09
"FBgn0000709"	3337.65435514177	0.0105265366072286	0.00183085635600608	33.5445614310654	6.96498511780914e-09	3.26976717186808e-08
"FBgn0000711"	3449.77363202516	-0.0176733387437146	0.00260831969427548	44.8929369611708	2.08107170791479e-11	1.28782154169669e-10
"FBgn0000715"	3270.75687174353	-0.0364943344523225	0.00293638443515685	141.457376256307	1.27799927933363e-32	2.71668708744557e-31
"FBgn0000719"	1276.17563410736	0.0141833650024032	0.00407799101000201	12.0183201007689	0.000526801623150807	0.00119350667998769
"FBgn0000721"	2893.64467882626	-0.0168729211183116	0.00290498623808612	32.8481104161242	9.96478859651843e-09	6.31020751723389e-08
"FBgn0000723"	4643.18321068381	0.0148548617885028	0.00200865072027918	56.0021471887945	7.23919147188912e-14	7.43126470332151e-13
"FBgn0000808"	168.000639476628	0.00539020372483925	0.00743796175475636	0.536705235867913	0.46380140019082	0.372887133598094
"FBgn0000810"	1586.45928182959	-0.000831677300894603	0.00245362956737449	0.115260115534113	0.734233246242152	0.724236875075893
"FBgn0000826"	62.8782027999181	0.00509390131273797	0.0119096832717278	0.178866820155832	0.672348891314932	0.570315573332303
"FBgn0000928"	63.2300487009877	-0.0295613201859089	0.0108655219945695	7.18686133393402	0.00734393291276048	0.010657128978574
"FBgn0000964"	469.37546982645	0.0202370091053447	0.00471594961039253	19.370752667071	1.07643056966357e-05	2.43722195954865e-05
"FBgn0000996"	5504.84894335353	-0.00300179442299592	0.00209852026663701	2.01825557455234	0.155417598123058	0.282233237728577
"FBgn0001075"	2225.70347212384	-0.0242635756170606	0.00335617006455364	49.9783330568447	1.55453092892586e-12	8.53306569229228e-12
"FBgn0001077"	17.6241591926803	-0.0707305613679469	0.0197041821255312	13.0458488132351	0.000303957370146277	0.000547002720093787
"FBgn0001078"	2251.90153983066	-0.0293203697821165	0.00278637974927864	105.263882134181	1.06907138442558e-24	1.8723820743384e-23
"FBgn0001079"	1443.95364322307	0.00039242185880063	0.00299479148161609	0.0172080209699459	0.895633433801211	1
"FBgn0001083"	668.981088510995	-0.00885556117731139	0.00376986376215943	5.45064860247651	0.0195610630645468	0.0337518209109268
"FBgn0001084"	327.417982010263	0.0126937878236495	0.00495766716310168	6.52570481757277	0.0106326406270177	0.0130659265092862
"FBgn0001085"	2399.62165103209	0.010893812067828	0.0029948404002897	13.71532472357	0.000212711711940295	0.000490856557734733
"FBgn0001086"	5137.31763902726	-0.013552535106258	0.00184099465016883	52.5062214820911	4.28887495767706e-13	3.04886046842103e-12
"FBgn0001087"	3604.97556161189	0.00740879639078055	0.00188055573426872	15.7681126009391	7.15991408287507e-05	0.000211195632626046
"FBgn0001089"	171.631216614622	0.134652731087128	0.00957523824149838	234.419945000747	6.47836212274748e-53	1.96263662063316e-51
"FBgn0001090"	23577.2652320571	-0.0309505188907783	0.0062970105567504	23.6266897550068	1.16954062929343e-06	5.87908658840081e-06
"FBgn0001091"	67301.0504404378	-0.0503083039721289	0.00203063148672528	543.479753845899	3.29931558885839e-120	1.41095665717221e-117
"FBgn0001092"	112471.511444586	-0.0486465756272433	0.00226635920303648	405.46772985997	3.55384522509911e-90	6.60139134273267e-88
"FBgn0001098"	21970.7684536469	-0.0273888226980326	0.00125454856022509	451.385446654138	3.60250899033955e-100	1.04218257168037e-97
